Delay -5C 15C 35C 55C
4775.29268 0.004606 0.004222 0.003418 0.002569
4776.29337 0.004759 0.004006 0.003488 0.002434
4777.29406 0.00449 0.003983 0.003465 0.002409
4778.29475 0.004399 0.004028 0.003343 0.00258
4779.29544 0.004266 0.003821 0.003224 0.00239
4780.29613 0.004273 0.00385 0.003107 0.002405
4781.29682 0.004082 0.003842 0.003237 0.002446
4782.29751 0.00402 0.003748 0.003083 0.002268
4783.2982 0.004083 0.003429 0.002971 0.002404
4784.29889 0.003978 0.003537 0.003029 0.00226
4785.29958 0.003888 0.003391 0.002767 0.002258
4786.30027 0.003623 0.003408 0.00282 0.002006
4787.30096 0.003818 0.003487 0.00271 0.002218
4788.30165 0.003505 0.003458 0.002775 0.001872
4789.30234 0.003834 0.003139 0.00265 0.002037
4790.30303 0.003512 0.003076 0.002592 0.001947
4791.30372 0.003522 0.003062 0.002561 0.001988
4792.30441 0.003269 0.00301 0.002573 0.001785
4793.3051 0.003304 0.003052 0.002568 0.001751
4794.30579 0.003225 0.002832 0.002484 0.001851
4795.30648 0.003208 0.002828 0.002502 0.001709
4796.30717 0.003447 0.002884 0.002383 0.001724
4797.30786 0.003134 0.002854 0.002333 0.001651
4798.30855 0.003249 0.002619 0.00228 0.001759
4799.30924 0.003202 0.002811 0.002227 0.001658
4800.30993 0.002987 0.002797 0.002218 0.001557
4801.31062 0.003221 0.002691 0.002182 0.001566
4802.31131 0.003129 0.002546 0.002182 0.001497
4803.312 0.003199 0.002665 0.002099 0.001503
4804.31269 0.00311 0.002618 0.002253 0.001649
4805.31338 0.003134 0.002734 0.002149 0.001464
4806.31407 0.00312 0.002586 0.002198 0.001541
4807.31476 0.003078 0.002561 0.002176 0.001566
4808.31545 0.003169 0.002658 0.002068 0.001605
4809.31614 0.003045 0.00279 0.002164 0.001416
4810.31683 0.003281 0.002614 0.002168 0.001433
4811.31752 0.003246 0.002686 0.002109 0.001306
4812.31821 0.003296 0.002682 0.00202 0.001226
4813.3189 0.003186 0.002555 0.002145 0.001366
4814.31959 0.003205 0.0027 0.002088 0.001591
4815.32028 0.003363 0.002621 0.002012 0.001356
4816.32097 0.003305 0.002761 0.002202 0.001374
4817.32166 0.003535 0.002643 0.00204 0.001455
4818.32235 0.003429 0.002683 0.002143 0.001385
4819.32304 0.003631 0.002862 0.002115 0.001502
4820.32373 0.003478 0.002726 0.002096 0.00134
4821.32442 0.003656 0.00289 0.002034 0.001433
4822.32511 0.004027 0.002874 0.002018 0.001448
4823.3258 0.003641 0.002915 0.00231 0.001511
4824.32649 0.003814 0.003149 0.002193 0.001525
4825.32718 0.004001 0.00322 0.002153 0.001602
4826.32787 0.003998 0.003012 0.002293 0.001549
4827.32856 0.003977 0.003247 0.002441 0.001636
4828.32925 0.004299 0.003376 0.002347 0.00154
4829.32994 0.004289 0.003248 0.002443 0.001661
4830.33063 0.004255 0.003351 0.00263 0.001708
4831.33132 0.004414 0.003378 0.002616 0.001623
4832.33201 0.004442 0.003628 0.002609 0.001622
4833.3327 0.004397 0.003658 0.002733 0.001838
4834.33339 0.004613 0.003645 0.002832 0.001819
4835.33408 0.0048 0.003689 0.002766 0.001748
4836.33477 0.004725 0.003794 0.002746 0.001661
4837.33546 0.004772 0.003706 0.002912 0.001882
4838.33615 0.005055 0.003936 0.002785 0.001919
4839.33684 0.005114 0.00409 0.00293 0.001935
4840.33753 0.005071 0.003971 0.002984 0.001959
4841.33822 0.00528 0.004001 0.003029 0.002015
4842.33891 0.005436 0.004161 0.003074 0.001926
4843.3396 0.00556 0.004217 0.003052 0.002128
4844.34029 0.005411 0.004117 0.003065 0.002186
4845.34098 0.005569 0.004387 0.003227 0.002126
4846.34167 0.005537 0.004339 0.003268 0.002158
4847.34236 0.005624 0.004331 0.003199 0.002156
4848.34305 0.005793 0.004434 0.003299 0.002367
4849.34374 0.005718 0.004583 0.003361 0.002195
4850.34443 0.005812 0.004472 0.003334 0.002297
4851.34512 0.005993 0.004764 0.003447 0.002337
4852.34581 0.006079 0.004658 0.003439 0.002337
4853.3465 0.005913 0.004717 0.003483 0.002329
4854.34719 0.006094 0.004795 0.003614 0.002446
4855.34788 0.006066 0.004774 0.003606 0.002475
4856.34857 0.005987 0.004831 0.003526 0.002461
4857.34926 0.006155 0.004972 0.003718 0.00245
4858.34995 0.006353 0.004935 0.003692 0.002546
4859.35064 0.006184 0.005079 0.003803 0.002413
4860.35133 0.006123 0.005018 0.003731 0.002642
4861.35202 0.006192 0.004919 0.003802 0.002593
4862.35271 0.006375 0.00489 0.003891 0.002589
4863.3534 0.006175 0.004997 0.003937 0.002618
4864.35409 0.006394 0.004977 0.003914 0.002628
4865.35478 0.006257 0.004947 0.003904 0.002699
4866.35547 0.0062 0.005133 0.003931 0.002664
4867.35616 0.006229 0.005047 0.003842 0.002499
4868.35685 0.006163 0.005267 0.003942 0.002793
4869.35754 0.006361 0.004951 0.003749 0.002735
4870.35823 0.006175 0.005053 0.003982 0.002681
4871.35892 0.006209 0.005059 0.003844 0.002752
4872.35961 0.006185 0.005088 0.003838 0.002773
4873.3603 0.006345 0.005027 0.003881 0.002775
4874.36099 0.006183 0.005127 0.0039 0.002729
4875.36168 0.006106 0.005095 0.003957 0.002771
4876.36237 0.006035 0.004984 0.003848 0.002809
4877.36306 0.006212 0.005132 0.003898 0.002807
4878.36375 0.005897 0.004974 0.003824 0.002697
4879.36444 0.006002 0.005071 0.003898 0.002736
4880.36513 0.005975 0.004983 0.003837 0.002816
4881.36582 0.00577 0.004984 0.003786 0.002838
4882.36651 0.005868 0.004969 0.00377 0.002909
4883.3672 0.005737 0.004792 0.00389 0.002717
4884.36789 0.005625 0.004836 0.003658 0.002865
4885.36858 0.00592 0.004739 0.003693 0.00265
4886.36927 0.005652 0.004925 0.003639 0.002717
4887.36996 0.005696 0.004663 0.003747 0.002711
4888.37065 0.005583 0.004791 0.003718 0.002657
4889.37134 0.00538 0.004616 0.003609 0.002572
4890.37203 0.005528 0.004404 0.003552 0.002502
4891.37272 0.005396 0.004572 0.003712 0.002585
4892.37341 0.005253 0.004436 0.003491 0.002644
4893.3741 0.005276 0.004298 0.003491 0.00247
4894.37479 0.005102 0.004401 0.003452 0.002382
4895.37548 0.004873 0.004259 0.003489 0.002514
4896.37617 0.004874 0.004323 0.003361 0.002468
4897.37686 0.005062 0.004172 0.003295 0.002225
4898.37755 0.004848 0.004078 0.003372 0.00243
4899.37824 0.004804 0.003999 0.003111 0.002296
4900.37893 0.004764 0.003984 0.003095 0.002098
4901.37962 0.004611 0.00386 0.00307 0.002236
4902.38031 0.004533 0.003813 0.003063 0.002202
4903.381 0.004536 0.003896 0.003158 0.002375
4904.38169 0.004272 0.003669 0.002981 0.002188
4905.38238 0.004481 0.003772 0.003154 0.002219
4906.38307 0.004064 0.003753 0.002789 0.002248
4907.38376 0.004184 0.003629 0.002944 0.002127
4908.38445 0.004178 0.003481 0.002938 0.002111
4909.38514 0.004117 0.003664 0.002923 0.001982
4910.38583 0.004018 0.003535 0.002788 0.002027
4911.38652 0.003738 0.003506 0.002753 0.001982
4912.38721 0.003763 0.003444 0.002748 0.002076
4913.3879 0.003758 0.003423 0.002731 0.001907
4914.38859 0.003994 0.003304 0.002606 0.002005
4915.38928 0.003785 0.003239 0.00258 0.001866
4916.38997 0.003596 0.003159 0.002462 0.00188
4917.39066 0.003595 0.003156 0.002546 0.001887
4918.39135 0.00359 0.003109 0.002464 0.001855
4919.39204 0.003583 0.003081 0.002292 0.001845
4920.39273 0.003523 0.003074 0.002326 0.001788
4921.39342 0.003449 0.002907 0.002342 0.001702
4922.39411 0.003344 0.002976 0.002406 0.001602
4923.3948 0.003418 0.003017 0.002227 0.001754
4924.39549 0.003333 0.002786 0.002298 0.001751
4925.39618 0.003376 0.002918 0.002118 0.001607
4926.39687 0.003376 0.002802 0.002264 0.001568
4927.39756 0.003405 0.002887 0.002271 0.001682
4928.39825 0.003206 0.002808 0.002127 0.001608
4929.39894 0.00329 0.002854 0.002089 0.00149
4930.39963 0.003308 0.002747 0.002151 0.00158
4931.40032 0.003363 0.002668 0.002214 0.001508
4932.40101 0.003279 0.00276 0.002116 0.001384
4933.4017 0.003356 0.002737 0.002125 0.001507
4934.40239 0.003286 0.002725 0.002159 0.001502
4935.40308 0.003344 0.002821 0.002036 0.001472
4936.40377 0.003212 0.002747 0.00204 0.001532
4937.40446 0.003322 0.002646 0.002042 0.001565
4938.40515 0.003364 0.00286 0.002039 0.001407
4939.40584 0.003233 0.002676 0.001919 0.001485
4940.40653 0.00326 0.002759 0.002163 0.001425
4941.40722 0.003203 0.002779 0.0021 0.001281
4942.40791 0.003484 0.002801 0.002032 0.00132
4943.4086 0.003326 0.002793 0.002173 0.001337
4944.40929 0.003431 0.002809 0.002198 0.001345
4945.40998 0.00346 0.002739 0.002175 0.001456
4946.41067 0.003531 0.002693 0.002234 0.001303
4947.41136 0.003581 0.002895 0.002219 0.001487
4948.41205 0.003624 0.002893 0.002064 0.001428
4949.41274 0.003755 0.002986 0.002232 0.001536
4950.41343 0.003665 0.002979 0.002235 0.001458
4951.41412 0.003958 0.002967 0.002192 0.001522
4952.41481 0.003847 0.00286 0.002269 0.001365
4953.4155 0.003951 0.003073 0.002277 0.00138
4954.41619 0.003991 0.00319 0.002427 0.001582
4955.41688 0.003949 0.003155 0.002413 0.001431
4956.41757 0.004285 0.003223 0.002525 0.001522
4957.41826 0.003939 0.003153 0.00238 0.001494
4958.41895 0.004333 0.003151 0.00237 0.001543
4959.41964 0.004206 0.003324 0.002405 0.001642
4960.42033 0.004434 0.003306 0.002392 0.001467
4961.42102 0.004348 0.003523 0.002483 0.001626
4962.42171 0.004382 0.003442 0.002548 0.001443
4963.4224 0.004386 0.003474 0.002727 0.001571
4964.42309 0.004652 0.003714 0.002643 0.001628
4965.42378 0.004575 0.003703 0.002745 0.00163
4966.42447 0.00465 0.003664 0.002545 0.001685
4967.42516 0.004701 0.003763 0.002633 0.001827
4968.42585 0.004816 0.003689 0.002663 0.001745
4969.42654 0.005049 0.003813 0.0027 0.001751
4970.42723 0.004909 0.003952 0.002956 0.001877
4971.42792 0.005097 0.004094 0.002839 0.001967
4972.42861 0.005076 0.00417 0.00287 0.001838
4973.4293 0.005204 0.004146 0.002749 0.001937
4974.42999 0.005302 0.004105 0.003026 0.001972
4975.43068 0.005238 0.004251 0.003065 0.002006
4976.43137 0.00525 0.004293 0.003197 0.002017
4977.43206 0.005617 0.004341 0.003096 0.002048
4978.43275 0.005381 0.004383 0.003231 0.002011
4979.43344 0.005487 0.00419 0.003167 0.002148
4980.43413 0.005622 0.004448 0.003182 0.001916
4981.43482 0.005454 0.004358 0.003216 0.002154
4982.43551 0.005638 0.004632 0.003183 0.00212
4983.4362 0.00574 0.004684 0.00324 0.002117
4984.43689 0.00566 0.004702 0.003366 0.002152
4985.43758 0.005825 0.004677 0.00351 0.002256
4986.43827 0.005743 0.004602 0.003397 0.002277
4987.43896 0.005836 0.004865 0.003431 0.002373
4988.43965 0.006081 0.004554 0.003491 0.002469
4989.44034 0.005963 0.004809 0.003404 0.00235
4990.44103 0.005939 0.004719 0.003509 0.00223
4991.44172 0.00608 0.004866 0.003493 0.002286
4992.44241 0.005868 0.004788 0.003578 0.002364
4993.4431 0.005927 0.004806 0.003578 0.002508
4994.44379 0.006188 0.004786 0.003559 0.002389
4995.44448 0.00588 0.004799 0.00353 0.002274
4996.44517 0.006152 0.00497 0.003717 0.002434
4997.44586 0.005976 0.004872 0.00352 0.002506
4998.44655 0.006085 0.004936 0.003756 0.002546
4999.44724 0.006058 0.004757 0.003663 0.002559
5000.44793 0.005962 0.004858 0.003693 0.0026
5001.44862 0.006035 0.004814 0.003636 0.002433
5002.44931 0.005994 0.004907 0.003622 0.002652
5003.45 0.005888 0.004658 0.00367 0.002541
5004.45069 0.005719 0.005019 0.003644 0.00252
5005.45138 0.005773 0.004989 0.003706 0.002535
5006.45207 0.005798 0.004713 0.003586 0.002598
5007.45276 0.005757 0.00477 0.003688 0.002452
5008.45345 0.0057 0.004772 0.00369 0.002545
5009.45414 0.005669 0.004822 0.003731 0.002598
5010.45483 0.005586 0.004766 0.003567 0.002456
5011.45552 0.005465 0.004719 0.003608 0.002568
5012.45621 0.005621 0.004615 0.003527 0.002567
5013.4569 0.005435 0.004598 0.003641 0.002514
5014.45759 0.005595 0.004583 0.003615 0.002605
5015.45828 0.005147 0.004474 0.003661 0.002454
5016.45897 0.005339 0.00459 0.003661 0.002416
5017.45966 0.005265 0.004281 0.003431 0.002506
5018.46035 0.005192 0.004367 0.00354 0.002387
5019.46104 0.005307 0.004346 0.003422 0.002388
5020.46173 0.004882 0.004078 0.003485 0.002409
5021.46242 0.004922 0.004233 0.003476 0.002286
5022.46311 0.00494 0.004112 0.003436 0.002379
5023.4638 0.004753 0.004289 0.003285 0.002266
5024.46449 0.004719 0.003997 0.003293 0.00238
5025.46518 0.004675 0.003917 0.003194 0.002203
5026.46587 0.00454 0.003952 0.00325 0.002321
5027.46656 0.004525 0.003849 0.003116 0.002163
5028.46725 0.00441 0.003847 0.00314 0.002181
5029.46794 0.004411 0.003654 0.003065 0.002174
5030.46863 0.004214 0.003675 0.003049 0.002318
5031.46932 0.004159 0.00353 0.002979 0.0021
5032.47001 0.004236 0.00333 0.002959 0.002157
5033.4707 0.004182 0.003385 0.002809 0.00192
5034.47139 0.004017 0.003326 0.002761 0.001982
5035.47208 0.003854 0.003297 0.002725 0.001988
5036.47277 0.003754 0.003306 0.002788 0.002028
5037.47346 0.003845 0.003217 0.002869 0.00204
5038.47415 0.003563 0.003269 0.002514 0.001892
5039.47484 0.003546 0.003114 0.002805 0.001876
5040.47553 0.003435 0.003018 0.002658 0.001808
5041.47622 0.003642 0.002935 0.002668 0.001861
5042.47691 0.0035 0.003044 0.002552 0.00189
5043.4776 0.003452 0.003054 0.002487 0.001763
5044.47829 0.003431 0.00302 0.002517 0.001732
5045.47898 0.003411 0.002976 0.00236 0.001633
5046.47967 0.003384 0.002951 0.002508 0.001586
5047.48036 0.003404 0.002685 0.002292 0.001654
5048.48105 0.003252 0.002879 0.002336 0.001689
5049.48174 0.003248 0.002808 0.002273 0.001599
5050.48243 0.003161 0.002723 0.002307 0.001488
5051.48312 0.003055 0.002573 0.002189 0.001493
5052.48381 0.00313 0.002553 0.002172 0.001591
5053.4845 0.002995 0.002613 0.002252 0.001362
5054.48519 0.00313 0.002621 0.001997 0.001579
5055.48588 0.002932 0.002636 0.002144 0.001554
5056.48657 0.003052 0.002531 0.002109 0.001581
5057.48726 0.003102 0.002516 0.002199 0.00148
5058.48795 0.002983 0.002478 0.001908 0.001344
5059.48864 0.003115 0.002448 0.001996 0.001278
5060.48933 0.00304 0.002594 0.002073 0.001509
5061.49002 0.003124 0.002545 0.002045 0.00137
5062.49071 0.002988 0.002573 0.002 0.001388
5063.4914 0.003046 0.002608 0.001924 0.00137
5064.49209 0.003058 0.002625 0.001853 0.001321
5065.49278 0.003047 0.002659 0.001965 0.001246
5066.49347 0.003206 0.002651 0.001932 0.001239
5067.49416 0.003243 0.002652 0.001903 0.001309
5068.49485 0.003145 0.002525 0.001924 0.001247
5069.49554 0.003223 0.00275 0.002002 0.001199
5070.49623 0.003278 0.002511 0.001987 0.001342
5071.49692 0.003311 0.002741 0.002043 0.001298
5072.49761 0.003288 0.002649 0.001918 0.001212
5073.4983 0.003443 0.002873 0.001901 0.001311
5074.49899 0.003538 0.002567 0.002077 0.001273
5075.49968 0.0034 0.002763 0.001967 0.001283
5076.50037 0.003579 0.002909 0.002014 0.001508
5077.50106 0.003656 0.002859 0.002001 0.001367
5078.50175 0.00377 0.002978 0.002134 0.00134
5079.50244 0.003898 0.002802 0.002165 0.001406
5080.50313 0.003737 0.003069 0.002153 0.001426
5081.50382 0.003993 0.00309 0.002191 0.001396
5082.50451 0.003845 0.002958 0.002366 0.001416
5083.5052 0.004 0.003305 0.002266 0.001495
5084.50589 0.003982 0.003303 0.002292 0.001492
5085.50658 0.004193 0.003385 0.002287 0.001455
5086.50727 0.004329 0.003265 0.002528 0.001518
5087.50796 0.00428 0.003337 0.002386 0.001507
5088.50865 0.004273 0.003363 0.002364 0.00151
5089.50934 0.004471 0.003521 0.00247 0.001497
5090.51003 0.004617 0.003603 0.00249 0.001612
5091.51072 0.004607 0.00352 0.002506 0.001778
5092.51141 0.004543 0.003777 0.002321 0.001505
5093.5121 0.004749 0.003724 0.002601 0.001625
5094.51279 0.004738 0.003862 0.002671 0.001609
5095.51348 0.004834 0.003791 0.002585 0.001762
5096.51417 0.004892 0.003927 0.002695 0.001697
5097.51486 0.005031 0.003927 0.00272 0.001758
5098.51555 0.00512 0.003885 0.002806 0.001775
5099.51624 0.005137 0.004152 0.002869 0.001813
5100.51693 0.005045 0.00403 0.002809 0.00195
5101.51762 0.005239 0.004246 0.002974 0.001947
5102.51831 0.005248 0.004224 0.002969 0.00182
5103.519 0.005318 0.004088 0.002987 0.002013
5104.51969 0.00532 0.004289 0.003073 0.001988
5105.52038 0.0057 0.004258 0.003066 0.002037
5106.52107 0.005541 0.004419 0.003207 0.002122
5107.52176 0.005505 0.004343 0.003083 0.002016
5108.52245 0.005627 0.004355 0.00323 0.002013
5109.52314 0.005564 0.004215 0.003229 0.002144
5110.52383 0.005643 0.004469 0.003132 0.002098
5111.52452 0.005762 0.004416 0.003236 0.002059
5112.52521 0.005733 0.004526 0.003277 0.002193
5113.5259 0.00573 0.004443 0.003188 0.00216
5114.52659 0.005857 0.004584 0.003375 0.002142
5115.52728 0.005542 0.00455 0.003361 0.002208
5116.52797 0.005835 0.004389 0.003351 0.002225
5117.52866 0.005764 0.004565 0.003287 0.002427
5118.52935 0.005526 0.004559 0.00353 0.002226
5119.53004 0.005687 0.004681 0.003464 0.002185
5120.53073 0.005657 0.004573 0.003282 0.002277
5121.53142 0.005588 0.004569 0.003505 0.002331
5122.53211 0.005615 0.004475 0.003365 0.002405
5123.5328 0.005631 0.004509 0.003409 0.002302
5124.53349 0.005551 0.004638 0.003351 0.002325
5125.53418 0.005885 0.00461 0.00336 0.002382
5126.53487 0.005559 0.004528 0.003509 0.002484
5127.53556 0.005596 0.004582 0.003333 0.002399
5128.53625 0.005435 0.004488 0.003434 0.002374
5129.53694 0.005676 0.004629 0.003322 0.002405
5130.53763 0.005645 0.004544 0.003239 0.002313
5131.53832 0.005498 0.004632 0.003483 0.002473
5132.53901 0.005596 0.004577 0.003341 0.002334
5133.5397 0.005387 0.004453 0.003457 0.002227
5134.54039 0.005334 0.004391 0.003442 0.002339
5135.54108 0.00538 0.004637 0.003381 0.00229
5136.54177 0.005246 0.004327 0.003424 0.002427
5137.54246 0.005203 0.004401 0.003395 0.002267
5138.54315 0.00512 0.004315 0.003303 0.002298
5139.54384 0.005175 0.004303 0.003435 0.002237
5140.54453 0.005217 0.004183 0.003362 0.002296
5141.54522 0.005115 0.004305 0.003138 0.002257
5142.54591 0.004908 0.004138 0.003272 0.00212
5143.5466 0.004828 0.004095 0.003213 0.002281
5144.54729 0.004728 0.004185 0.003274 0.002233
5145.54798 0.004641 0.004108 0.003021 0.002276
5146.54867 0.004722 0.004002 0.003017 0.002198
5147.54936 0.004732 0.003876 0.003136 0.002294
5148.55005 0.004561 0.003739 0.003085 0.002214
5149.55074 0.004463 0.0038 0.002913 0.002193
5150.55143 0.004461 0.003968 0.002909 0.002092
5151.55212 0.004341 0.003817 0.002928 0.002133
5152.55281 0.004031 0.003686 0.002832 0.00208
5153.5535 0.004466 0.003495 0.002801 0.002083
5154.55419 0.004121 0.003725 0.002755 0.002083
5155.55488 0.004053 0.003713 0.002782 0.002087
5156.55557 0.004025 0.003512 0.002741 0.001851
5157.55626 0.004014 0.003508 0.002663 0.002005
5158.55695 0.003909 0.003457 0.002774 0.001992
5159.55764 0.00396 0.003474 0.002611 0.001842
5160.55833 0.003818 0.00333 0.00265 0.001984
5161.55902 0.003773 0.003337 0.002558 0.00182
5162.55971 0.003759 0.003277 0.002363 0.001862
5163.5604 0.003717 0.00325 0.00255 0.00176
5164.56109 0.003705 0.003215 0.002359 0.001799
5165.56178 0.003622 0.003139 0.002395 0.001773
5166.56247 0.003671 0.003076 0.0025 0.001825
5167.56316 0.003424 0.003017 0.002499 0.001895
5168.56385 0.003526 0.002897 0.002212 0.001738
5169.56454 0.003415 0.002948 0.002173 0.001598
5170.56523 0.003355 0.002949 0.002109 0.001634
5171.56592 0.003245 0.002971 0.002305 0.001511
5172.56661 0.003415 0.002908 0.002057 0.001619
5173.5673 0.003218 0.002871 0.002217 0.001496
5174.56799 0.003113 0.002904 0.002169 0.001608
5175.56868 0.003271 0.002712 0.002068 0.001523
5176.56937 0.003242 0.002758 0.002088 0.001602
5177.57006 0.003311 0.002611 0.002245 0.001369
5178.57075 0.003095 0.002767 0.002163 0.001421
5179.57144 0.003102 0.002716 0.001919 0.001454
5180.57213 0.003493 0.002606 0.002084 0.001406
5181.57282 0.00314 0.002655 0.001906 0.00144
5182.57351 0.003227 0.002713 0.001954 0.001392
5183.5742 0.003145 0.002593 0.001984 0.001512
5184.57489 0.003213 0.002691 0.001931 0.001268
5185.57558 0.003401 0.002801 0.002049 0.001325
5186.57627 0.00322 0.002652 0.001958 0.001292
5187.57696 0.003181 0.002804 0.002005 0.001427
5188.57765 0.003388 0.002687 0.002071 0.001233
5189.57834 0.003299 0.002656 0.001914 0.001452
5190.57903 0.003163 0.002668 0.001999 0.00143
5191.57972 0.003228 0.002692 0.002033 0.001406
5192.58041 0.003336 0.002634 0.001858 0.001389
5193.5811 0.003313 0.002641 0.001908 0.001439
5194.58179 0.003431 0.002778 0.001964 0.001224
5195.58248 0.003493 0.002848 0.001814 0.001307
5196.58317 0.003343 0.002876 0.002061 0.001343
5197.58386 0.003516 0.002833 0.001925 0.001494
5198.58455 0.003416 0.002686 0.001916 0.001219
5199.58524 0.003724 0.002813 0.001877 0.001263
5200.58593 0.003674 0.002867 0.002107 0.001217
5201.58662 0.003722 0.002931 0.002173 0.00129
5202.58731 0.003658 0.002819 0.002089 0.00129
5203.588 0.003655 0.002958 0.002176 0.001239
5204.58869 0.00384 0.002909 0.001988 0.001364
5205.58938 0.003804 0.0031 0.002195 0.001548
5206.59007 0.003922 0.003066 0.002113 0.001284
5207.59076 0.003914 0.003019 0.002169 0.001452
5208.59145 0.003952 0.003134 0.002114 0.001511
5209.59214 0.004119 0.003197 0.002073 0.001395
5210.59283 0.004105 0.003232 0.002278 0.00138
5211.59352 0.004023 0.00326 0.002316 0.001486
5212.59421 0.00426 0.003217 0.002308 0.001365
5213.5949 0.004254 0.003099 0.00239 0.001463
5214.59559 0.004277 0.00341 0.00236 0.001456
5215.59628 0.004368 0.003328 0.002326 0.001388
5216.59697 0.004178 0.00337 0.002354 0.001587
5217.59766 0.004424 0.003482 0.002497 0.001565
5218.59835 0.004621 0.003454 0.00233 0.001568
5219.59904 0.004562 0.003382 0.00238 0.001565
5220.59973 0.004637 0.003426 0.002639 0.001687
5221.60042 0.004557 0.003567 0.002556 0.001662
5222.60111 0.004767 0.003692 0.002666 0.001638
5223.6018 0.00454 0.003743 0.002528 0.001792
5224.60249 0.004777 0.003812 0.002552 0.001586
5225.60318 0.004799 0.003635 0.002563 0.001806
5226.60387 0.004742 0.003838 0.002695 0.001898
5227.60456 0.004916 0.003736 0.002674 0.001717
5228.60525 0.005036 0.003718 0.002702 0.001817
5229.60594 0.004896 0.003879 0.002713 0.001823
5230.60663 0.004903 0.004008 0.002777 0.001833
5231.60732 0.004986 0.004057 0.002817 0.001913
5232.60801 0.005071 0.003927 0.002795 0.001833
5233.6087 0.005215 0.004055 0.002902 0.001747
5234.60939 0.005144 0.00397 0.002903 0.001881
5235.61008 0.005244 0.004145 0.002793 0.001869
5236.61077 0.005362 0.003919 0.002949 0.001889
5237.61146 0.005029 0.004307 0.003026 0.001966
5238.61215 0.005301 0.004112 0.00313 0.002038
5239.61284 0.005229 0.004039 0.003118 0.002165
5240.61353 0.005304 0.004107 0.003063 0.002211
5241.61422 0.005128 0.004137 0.002981 0.001965
5242.61491 0.005463 0.004281 0.002948 0.002067
5243.6156 0.005294 0.004078 0.002988 0.002057
5244.61629 0.00528 0.004189 0.003011 0.001982
5245.61698 0.005512 0.00435 0.003123 0.002031
5246.61767 0.005388 0.004281 0.00298 0.002063
5247.61836 0.005367 0.004148 0.003231 0.002098
5248.61905 0.005269 0.004111 0.003305 0.002131
5249.61974 0.005348 0.00428 0.003212 0.002104
5250.62043 0.0053 0.004358 0.003264 0.00221
5251.62112 0.005351 0.004224 0.003121 0.002272
5252.62181 0.005018 0.004258 0.003079 0.002027
5253.6225 0.005359 0.004248 0.003245 0.002161
5254.62319 0.005418 0.004286 0.003047 0.002181
5255.62388 0.00519 0.00427 0.003183 0.002196
5256.62457 0.005209 0.004247 0.003139 0.002096
5257.62526 0.00519 0.004159 0.003176 0.002173
5258.62595 0.005043 0.004208 0.003077 0.002187
5259.62664 0.005035 0.004065 0.003209 0.002159
5260.62733 0.005033 0.00416 0.003287 0.002126
5261.62802 0.005071 0.004142 0.003265 0.002213
5262.62871 0.005004 0.004004 0.00311 0.002205
5263.6294 0.005039 0.003905 0.003235 0.002058
5264.63009 0.00507 0.004175 0.003006 0.002209
5265.63078 0.004944 0.003928 0.003013 0.00215
5266.63147 0.005001 0.004213 0.003205 0.002137
5267.63216 0.004844 0.003972 0.00306 0.002248
5268.63285 0.004881 0.004098 0.002961 0.002094
5269.63354 0.004853 0.003956 0.003129 0.00206
5270.63423 0.004799 0.003943 0.003021 0.002093
5271.63492 0.004713 0.00393 0.003102 0.002181
5272.63561 0.00467 0.003968 0.002944 0.002129
5273.6363 0.004637 0.004036 0.003032 0.002065
5274.63699 0.004768 0.003733 0.003072 0.001943
5275.63768 0.004465 0.003769 0.002914 0.001996
5276.63837 0.004552 0.003745 0.00292 0.002042
5277.63906 0.004393 0.003842 0.002917 0.002172
5278.63975 0.004379 0.003645 0.002865 0.001836
5279.64044 0.004333 0.0034 0.002863 0.001977
5280.64113 0.004232 0.003656 0.002791 0.001842
5281.64182 0.004386 0.003352 0.002761 0.0019
5282.64251 0.004116 0.003615 0.002838 0.001955
5283.6432 0.004131 0.003357 0.002661 0.001996
5284.64389 0.004059 0.003348 0.002787 0.00178
5285.64458 0.004142 0.003456 0.002629 0.001829
5286.64527 0.003865 0.00322 0.002697 0.001863
5287.64596 0.003753 0.003079 0.002648 0.001924
5288.64665 0.003832 0.003199 0.002631 0.001772
5289.64734 0.004015 0.003213 0.002703 0.001696
5290.64803 0.003897 0.003014 0.002344 0.00177
5291.64872 0.003654 0.003049 0.002532 0.001604
5292.64941 0.003634 0.002999 0.002327 0.001664
5293.6501 0.003676 0.003005 0.002429 0.00162
5294.65079 0.003615 0.003139 0.002482 0.001576
5295.65148 0.003362 0.002874 0.002314 0.001658
5296.65217 0.003485 0.002789 0.002334 0.001551
5297.65286 0.003343 0.002915 0.002229 0.00148
5298.65355 0.003557 0.00282 0.002302 0.00152
5299.65424 0.003438 0.002903 0.002264 0.001603
5300.65493 0.003218 0.002851 0.002102 0.001521
5301.65562 0.003411 0.002829 0.002059 0.001497
5302.65631 0.00314 0.00282 0.00208 0.001413
5303.657 0.003184 0.002622 0.001936 0.001442
5304.65769 0.00334 0.002796 0.00199 0.001538
5305.65838 0.003253 0.002639 0.002155 0.001519
5306.65907 0.003168 0.002561 0.001912 0.001343
5307.65976 0.003215 0.002611 0.002001 0.001368
5308.66045 0.003302 0.002556 0.002108 0.001351
5309.66114 0.003231 0.002404 0.001891 0.001217
5310.66183 0.003127 0.00258 0.002009 0.001303
5311.66252 0.00316 0.002551 0.001977 0.001308
5312.66321 0.003171 0.002633 0.002002 0.00128
