Delay -5C 15C 35C 55C 70C
8038.54277 0.000283 5.4e-05 6.8e-05 0.000186 8.1e-05
8039.54346 0.000304 0.000134 0.000168 0.000139 1.7e-05
8040.54415 0.000176 8.5e-05 0.000135 0.000141 0.00013
8041.54484 0.000327 6e-05 0.000134 0.0002 0.000105
8042.54553 0.000425 4.6e-05 4.3e-05 0.000118 9.5e-05
8043.54622 0.000365 0.000152 2.7e-05 0.000131 0.000161
8044.54691 0.000224 0.000115 9.5e-05 0.000147 -8e-06
8045.5476 0.000378 0.000125 0.00011 0.000189 0.000159
8046.54829 0.000299 0.000134 9.7e-05 0.000124 7e-06
8047.54898 0.000464 4e-05 5.5e-05 0.000163 0.000128
8048.54967 0.000307 0.000125 9.4e-05 0.000116 4.8e-05
8049.55036 0.000371 0.000193 1.6e-05 0.000284 9.1e-05
8050.55105 0.000421 0.00015 0.000163 0.000234 0.000214
8051.55174 0.000253 8.4e-05 8.4e-05 0.000239 7.4e-05
8052.55243 0.00036 -3.3e-05 9.7e-05 0.000161 -1.1e-05
8053.55312 0.000394 6.7e-05 8.2e-05 0.000147 9.8e-05
8054.55381 0.000342 0.000149 5.9e-05 0.000206 6.8e-05
8055.5545 0.00034 -2.8e-05 0.000147 0.000118 0.000227
8056.55519 0.000308 0.000157 3.7e-05 0.000281 0.000107
8057.55588 0.000289 0.000143 8.2e-05 0.000171 0.000162
8058.55657 0.000381 7.3e-05 -5.6e-05 0.00019 0.0001
8059.55726 0.000368 5.5e-05 3e-05 0.000321 3.9e-05
8060.55795 0.000488 0.000208 5.6e-05 0.000259 0.000201
8061.55864 0.000292 3.2e-05 -4.3e-05 0.000186 6.4e-05
8062.55933 0.000454 0.000143 0.000165 0.00015 0.000197
8063.56002 0.000424 0.000117 0.000108 0.000207 2.3e-05
8064.56071 0.00036 7.9e-05 4.5e-05 0.000361 0.000178
8065.5614 0.00036 -4.2e-05 0.000175 0.000199 0.000116
8066.56209 0.000373 0.000115 8.3e-05 7.7e-05 8.3e-05
8067.56278 0.000359 4.1e-05 5.9e-05 0.000235 0.000112
8068.56347 0.000319 9.9e-05 4.1e-05 8.1e-05 0.000208
8069.56416 0.000376 5.6e-05 6.3e-05 0.000322 7.5e-05
8070.56485 0.000393 -6.7e-05 5.9e-05 0.000329 0.000146
8071.56554 0.000227 2.5e-05 -1.2e-05 0.000195 0.000137
8072.56623 0.000173 0.000132 9.1e-05 0.000175 0.000157
8073.56692 5.3e-05 3.2e-05 9.9e-05 0.000195 0.000213
8074.56761 0.000199 -4.4e-05 1.7e-05 0.000276 7.5e-05
8075.5683 0.000112 1.8e-05 1.9e-05 0.000321 8.7e-05
8076.56899 0.000128 -2.9e-05 5e-05 0.000135 0.000113
8077.56968 0.000112 2.4e-05 4.6e-05 0.000243 0.00014
8078.57037 0.000193 -9.1e-05 0.000121 0.000295 -1.7e-05
8079.57106 0.000122 -2.2e-05 8.4e-05 8.2e-05 0.000116
8080.57175 0.000213 -8.5e-05 -5e-06 0.000233 6.4e-05
8081.57244 0.00017 4.6e-05 -5e-05 0.000231 0.00012
8082.57313 -3.1e-05 1.5e-05 -3e-06 0.000206 2e-05
8083.57382 0.000103 -0.000186 9.1e-05 0.000115 0.000107
8084.57451 2.2e-05 1.3e-05 -8.5e-05 8.3e-05 0.00011
8085.5752 0.000143 -0.000134 6.9e-05 0.000144 0.000134
8086.57589 0.000153 -6.5e-05 -4.3e-05 0.000133 6.8e-05
8087.57658 -7e-06 -0.000115 -5.4e-05 0.000298 0.000191
8088.57727 -2.5e-05 -0.000155 4.1e-05 0.000142 3.7e-05
8089.57796 9e-06 -4.6e-05 -7.7e-05 0.000277 0.0001
8090.57865 -0.000186 4e-06 -3.5e-05 5.5e-05 0.000108
8091.57934 2.2e-05 -0.000112 -3e-05 0.000158 9.2e-05
8092.58003 -2.2e-05 -0.00012 -5.7e-05 0.000151 0.000161
8093.58072 -9.6e-05 -0.00014 -2.5e-05 9.6e-05 0.000122
8094.58141 -0.000122 -0.000218 -0.000102 0.000186 0.000147
8095.5821 -3.8e-05 -0.000186 0 0.000166 0.000105
8096.58279 -0.000125 -0.000154 8.6e-05 -2.1e-05 9.1e-05
8097.58348 -9.4e-05 -0.000246 -5.1e-05 3.8e-05 8.5e-05
8098.58417 -0.0001 -0.000102 -9.7e-05 6.3e-05 0.000159
8099.58486 -0.000205 -0.000234 6.4e-05 0.000213 0.000105
8100.58555 -4.8e-05 -0.000134 -0.000119 0.000166 0.000118
8101.58624 -0.000303 -0.000127 -5.9e-05 0.000215 0
8102.58693 -9e-06 -7.8e-05 -7.3e-05 0.00017 9e-06
8103.58762 -0.000277 -0.000169 6.3e-05 0.000181 5.7e-05
8104.58831 -9.6e-05 -0.000106 -3.9e-05 0.000132 7.4e-05
8105.589 -0.000198 -0.000132 -4.5e-05 0.000167 0.000151
8106.58969 2.7e-05 -0.000228 -2.5e-05 0.000107 7.6e-05
8107.59038 -4.5e-05 -0.00012 -2e-06 9.3e-05 9.8e-05
8108.59107 -0.000145 -0.000163 2.6e-05 2.7e-05 1.3e-05
8109.59176 6.3e-05 -7e-05 -1.5e-05 0.000188 5.5e-05
8110.59245 -0.000154 -9.8e-05 -9.7e-05 0.000119 0.000121
8111.59314 8e-06 -0.000203 -7.3e-05 0.000164 9.8e-05
8112.59383 -8.8e-05 -4.3e-05 -0.000142 0.000145 2.3e-05
8113.59452 0.000159 -0.000147 -2.3e-05 0.00023 0.000101
8114.59521 5e-05 -0.000155 1.8e-05 0.000189 8.7e-05
8115.5959 -3e-06 -0.000119 -9e-05 0.000125 0.000136
8116.59659 -5.5e-05 -8.6e-05 -8e-06 0.000102 0.000211
8117.59728 -8.3e-05 -7e-05 -9.5e-05 9.2e-05 9.5e-05
8118.59797 -2e-05 -9.2e-05 3.9e-05 4e-05 0.000117
8119.59866 0.000135 -5e-05 -5e-05 0.00015 6.8e-05
8120.59935 1.1e-05 -4.4e-05 4e-05 6.6e-05 0.000155
8121.60004 -1.8e-05 -0.000142 -7e-06 0.000267 0.000117
8122.60073 2.6e-05 -4e-06 -0.000128 0 0.000136
8123.60142 0.000128 -0.000145 -6e-06 0.000133 8.6e-05
8124.60211 7e-06 -0.000161 -0.000132 0.000163 0.000155
8125.6028 0.000135 6e-06 -2.9e-05 7.9e-05 0.000102
8126.60349 5e-05 8.4e-05 3.1e-05 4.3e-05 1.5e-05
8127.60418 0.000124 1.3e-05 -2.2e-05 0.000178 0.000134
8128.60487 0.000149 2.8e-05 4.8e-05 0.000199 0.000201
8129.60556 0.000187 -3.9e-05 8.9e-05 0.000167 0.0001
8130.60625 0.000131 0.000111 8.5e-05 0.000138 0.000301
8131.60694 0.000321 3.6e-05 1.2e-05 0.000196 0.000114
8132.60763 0.000129 8e-06 -5.6e-05 0.000315 0.000169
8133.60832 0.00028 -4.5e-05 7e-06 0.000185 5.7e-05
8134.60901 0.000146 2.1e-05 7.4e-05 0.000163 0.000171
8135.6097 0.000139 5.4e-05 4.7e-05 0.000207 0.000143
8136.61039 0.000264 -4e-06 -4e-05 8.5e-05 0.00015
8137.61108 0.000329 0.000192 7.7e-05 0.00025 3.2e-05
8138.61177 0.000279 6.7e-05 3.3e-05 0.000224 2.9e-05
8139.61246 0.000326 7.6e-05 0.000141 0.000202 0.000147
8140.61315 0.000173 8.8e-05 5.7e-05 0.000165 0.000136
8141.61384 0.000407 8.9e-05 -1.7e-05 0.000186 0.000141
8142.61453 0.000366 -6.8e-05 -3.3e-05 0.000211 0.000201
8143.61522 0.000375 0.000204 9.6e-05 0.000299 2.7e-05
8144.61591 0.000231 3.6e-05 8.6e-05 0.000289 0.000167
8145.6166 0.000333 -3e-06 -7e-06 0.000172 0.000168
8146.61729 0.000452 0.000171 6.3e-05 0.000157 0.000141
8147.61798 0.000286 0.000192 6.7e-05 0.000197 6.1e-05
8148.61867 0.00032 1.6e-05 1.1e-05 0.000287 0.000171
8149.61936 0.000376 0.000116 0.000103 0.000181 7.4e-05
8150.62005 0.000394 0.000124 0.000134 0.000216 8.2e-05
8151.62074 0.000415 9.1e-05 0.000126 0.000218 0.000121
8152.62143 0.000495 0.00015 0.00011 0.00019 0.00014
8153.62212 0.000409 6.6e-05 0.000142 0.00016 0.000183
8154.62281 0.000468 0.000103 0.00014 0.000271 0.000157
8155.6235 0.000362 3.6e-05 3.9e-05 0.000217 0.000139
8156.62419 0.000296 0.000164 4.2e-05 8e-05 0.000106
8157.62488 0.000295 0.000139 8.5e-05 0.000265 2.2e-05
8158.62557 0.000386 7.8e-05 0.000141 0.00013 0.000162
8159.62626 0.000384 9.2e-05 -2e-06 0.000201 0.000133
8160.62695 0.000392 0.00012 7.8e-05 0.000299 0.000174
8161.62764 0.000381 0.000112 7.7e-05 0.000241 0.000262
8162.62833 0.000381 0.00012 4.2e-05 0.000151 0.000147
8163.62902 0.00032 0.000116 1.8e-05 0.000353 0.000151
8164.62971 0.000267 0.000176 0.0001 0.000178 0.000133
8165.6304 0.000254 1.3e-05 6.8e-05 0.000183 7.4e-05
8166.63109 0.000355 5.4e-05 3.7e-05 0.000184 0.000104
8167.63178 0.00042 0.000149 3.9e-05 0.000184 0.0002
8168.63247 0.000317 0.000183 7.7e-05 0.000307 0.000204
8169.63316 0.000372 0.000105 7.7e-05 4.8e-05 0.000198
8170.63385 0.000225 -3e-06 5e-06 0.000131 0.000182
8171.63454 0.00014 -2.5e-05 -1e-06 0.000279 0.000171
8172.63523 0.000324 1.9e-05 9.8e-05 0.000373 0.000131
8173.63592 0.000125 6e-05 0.000166 0.00028 7.5e-05
8174.63661 0.000138 3e-05 3.4e-05 2e-06 0.000128
8175.6373 0.000147 -3.4e-05 7.5e-05 0.000105 0.000167
8176.63799 0.000102 -0.000122 0.000121 1.7e-05 0.000163
8177.63868 0.000172 -4.3e-05 2.3e-05 0.000228 7.1e-05
8178.63937 8.1e-05 4.5e-05 5e-06 0.000211 0.000162
8179.64006 0.000157 8.9e-05 -2.4e-05 0.000132 0.000128
8180.64075 -3.1e-05 -9.1e-05 7.9e-05 0.000158 0.000201
8181.64144 -2.9e-05 -6e-05 3.2e-05 0.000281 0.000102
8182.64213 -7e-05 2.2e-05 -4.1e-05 0.000165 0.000134
8183.64282 6.4e-05 1.8e-05 -4e-05 0.000128 0.000273
8184.64351 -0.000142 -0.00013 -3.4e-05 7.4e-05 0.000198
8185.6442 7.4e-05 -7.5e-05 -3.9e-05 0.000131 0.000205
8186.64489 -1.5e-05 3.3e-05 -2.8e-05 0.000267 0.000271
8187.64558 -0.000203 -6.8e-05 4.1e-05 0.000178 0.000107
8188.64627 4.4e-05 -9.3e-05 5.8e-05 0.00015 0.000148
8189.64696 0.000131 -0.000111 -1.1e-05 0.00016 0.000178
8190.64765 -9.9e-05 -8.7e-05 0 0.000233 0.000213
8191.64834 -4.1e-05 -2.7e-05 -6.9e-05 0.000199 0.000201
8192.64903 -0.000154 -0.000245 6.3e-05 0.000149 0.000164
8193.64972 -0.000121 -2.8e-05 -6e-05 0.000116 0.000127
8194.65041 -0.000173 -8.2e-05 -3e-06 0.000207 0.00011
8195.6511 2.4e-05 -3.4e-05 -9.3e-05 0.000137 0.00014
8196.65179 -0.000167 -0.000126 3e-06 0.000115 0.000191
8197.65248 -0.000115 -0.000137 -0.00016 0.000222 0.000171
8198.65317 -0.000183 -0.000126 -9.8e-05 0.000127 0.000108
8199.65386 -0.00025 -0.000113 -8.5e-05 0.000154 0.000108
8200.65455 -0.00016 -0.000176 -9.6e-05 0.000128 0.000116
8201.65524 -0.000168 -0.000151 -8.6e-05 0.000117 0.000111
8202.65593 -0.000264 -0.000165 -4.4e-05 3.7e-05 0.000179
8203.65662 -0.000201 -0.000151 -0.000101 0.000189 3e-05
8204.65731 -0.00024 -0.000191 -0.000122 0.000111 0.000134
8205.658 -0.000214 -0.000216 -1.9e-05 0.000191 0.000106
8206.65869 -0.000236 -0.000109 -5.2e-05 3.2e-05 5e-05
8207.65938 -0.000285 -0.000165 1e-05 0.000244 5.2e-05
8208.66007 -0.000264 -0.00015 -5.4e-05 0.000122 1.5e-05
8209.66076 -0.000204 -0.000288 -2.2e-05 4.7e-05 0.00017
8210.66145 -0.000108 -0.000242 -0.000149 0.000149 6.7e-05
8211.66214 -0.000223 -0.000128 1.9e-05 5.5e-05 0.000186
8212.66283 -0.000239 -0.000212 -3.6e-05 0.000141 9.8e-05
8213.66352 -0.000107 -0.000113 -6.9e-05 0.000186 0.000199
8214.66421 -0.000185 -0.000327 -5.4e-05 0.000177 0.000136
8215.6649 -0.000146 -9.9e-05 -3.9e-05 8.1e-05 9.7e-05
8216.66559 -0.000311 -0.000188 -0.000144 0.00015 0.000164
8217.66628 -0.000104 -8.2e-05 -6.4e-05 5.7e-05 0.000191
8218.66697 -0.00014 -0.000187 -0.000114 -1.8e-05 0.000132
8219.66766 -0.000168 -2.5e-05 0 0.000134 0.000118
8220.66835 6e-06 -0.000221 -1.2e-05 0.000297 0.000156
8221.66904 -0.000148 -9.3e-05 1e-05 0.000127 0.000144
8222.66973 -6.5e-05 -6.5e-05 -6.6e-05 6.5e-05 0.000133
8223.67042 2.2e-05 -0.000125 -7.5e-05 9.8e-05 0.000133
8224.67111 -0.000108 -0.000139 -8.5e-05 0.000131 6.2e-05
8225.6718 2.5e-05 -0.000124 -0.000109 0.000165 0.000185
8226.67249 -4.2e-05 -5.2e-05 -5.5e-05 0.000201 6.1e-05
8227.67318 4.5e-05 -0.000149 -6.7e-05 1.9e-05 0.000174
8228.67387 0.000132 -0.00013 -4.8e-05 0.000211 6.2e-05
8229.67456 6.8e-05 -7.5e-05 -5.8e-05 0.000161 0.000115
8230.67525 9.9e-05 -3.9e-05 2.5e-05 0.000111 0.000155
8231.67594 -8.5e-05 -1.3e-05 0.000105 6.5e-05 0.000157
8232.67663 0.000106 3.9e-05 -7.6e-05 0.000155 7.4e-05
8233.67732 0.000198 -2.6e-05 2.8e-05 4e-06 0.000126
8234.67801 0.000133 1e-06 4.5e-05 0.000133 7.4e-05
8235.6787 0.000169 5.2e-05 2.8e-05 0.000137 0.000188
8236.67939 9e-05 5e-06 4.7e-05 0.000204 8e-05
8237.68008 -3.9e-05 9.4e-05 8.3e-05 0.000213 0.000174
8238.68077 0.000212 4.2e-05 -1.7e-05 0.000153 8.6e-05
8239.68146 0.000182 -3.3e-05 9.4e-05 0.000147 0.000181
8240.68215 0.000383 8e-06 9.1e-05 0.000173 0.000131
8241.68284 0.000203 8.5e-05 9.2e-05 6.8e-05 0.000142
8242.68353 0.000496 1.9e-05 4.7e-05 0.000199 0.000251
8243.68422 0.00034 0.000128 7.6e-05 0.000107 0.000236
8244.68491 0.000262 0.000129 8.3e-05 0.000121 0.000188
8245.6856 0.000354 0.000151 9.3e-05 0.000196 3.3e-05
8246.68629 0.000383 4.3e-05 5e-05 0.000107 0.000156
8247.68698 0.00042 -6.8e-05 2.1e-05 7.5e-05 0.000178
8248.68767 0.000422 0.000145 0.000102 4e-05 0.000193
8249.68836 0.000439 0.000255 4.9e-05 0.000133 0.000178
8250.68905 0.000308 0.000293 4.5e-05 0.000335 0.000181
8251.68974 0.000352 0.000119 -7e-06 0.000153 0.000211
8252.69043 0.000365 0.000142 9.5e-05 0.000296 0.000127
8253.69112 0.000372 0.000198 9.2e-05 0.000159 0.000104
8254.69181 0.000365 0.000168 2.4e-05 0.00014 0.000217
8255.6925 0.000416 0.000182 5.9e-05 8.7e-05 0.000237
8256.69319 0.000515 0.000182 0.000154 0.000216 0.000122
8257.69388 0.0004 0.000209 4.8e-05 0.000222 7.7e-05
8258.69457 0.000435 0.000173 0.000142 0.000232 0.000139
8259.69526 0.000513 0.000225 0.000124 0.000237 0.000278
8260.69595 0.000414 0.000134 0.000107 7.2e-05 0.000224
8261.69664 0.000449 0.000243 -6.2e-05 0.000162 0.000135
8262.69733 0.000631 0.000196 0.000164 7.3e-05 0.000193
8263.69802 0.000562 0.000138 0.000129 0.000246 0.000193
8264.69871 0.000427 0.00013 6.4e-05 0.000166 1.9e-05
8265.6994 0.000289 0.000262 4.3e-05 2.3e-05 0.000238
8266.70009 0.000542 5.4e-05 -1.2e-05 0.000157 0.000142
8267.70078 0.000348 0.000131 -2.5e-05 0.000193 0.000153
8268.70147 0.000364 0.000122 -6.4e-05 0.000151 0.000208
8269.70216 0.000511 0.000229 5.7e-05 0.000141 0.000181
8270.70285 0.000616 0.000136 0.000101 0.000172 0.000164
8271.70354 0.000331 0.000206 0.000125 0.000159 0.000131
8272.70423 0.000364 0.000168 4.7e-05 5e-05 0.000123
8273.70492 0.00024 0.000117 3.3e-05 0.000168 0.000166
8274.70561 0.000401 0.000136 5.4e-05 1.2e-05 0.000169
8275.7063 0.000351 0.000154 5.8e-05 0.000266 7.4e-05
8276.70699 0.000358 0.000268 0.000153 0.000176 0.000136
8277.70768 0.000318 -2e-05 8.3e-05 0.000116 0.000162
8278.70837 0.000394 8.9e-05 6.8e-05 0.000188 0.000102
8279.70906 0.000356 0.000141 3.5e-05 0.000248 0.000127
8280.70975 0.000121 -2.3e-05 0.00017 8e-06 0.000168
8281.71044 0.000218 7.6e-05 1.3e-05 0.00012 9.4e-05
8282.71113 0.000285 -3.2e-05 5.5e-05 0.000125 7.4e-05
8283.71182 0.000316 -5.2e-05 3.6e-05 0.000152 0.000218
8284.71251 0.00026 4.5e-05 0.000136 0.000126 0.000221
8285.7132 0.000241 0.000155 8.1e-05 0.000188 0.000135
8286.71389 1.3e-05 0.000101 0.000185 0.000177 0.00013
8287.71458 0.000218 4.8e-05 9.8e-05 0.000147 0.000156
8288.71527 8e-05 -0.000154 -3e-06 0.000139 7.9e-05
8289.71596 0.000105 6.6e-05 1e-06 0.000129 7.2e-05
8290.71665 0.000107 -8.1e-05 0.000117 0.000145 0.000186
8291.71734 4.7e-05 -7.9e-05 1e-06 0.000247 0.000104
8292.71803 0.000169 -6.8e-05 -4.4e-05 0.000237 0.000173
8293.71872 0.00014 -5.3e-05 1.5e-05 0.000153 8.5e-05
8294.71941 -9.4e-05 -4.2e-05 -2.9e-05 6.1e-05 0.000214
8295.7201 -6.9e-05 -8e-05 0.000138 0.000186 0.000144
8296.72079 7e-06 -6.7e-05 -7.4e-05 0.000191 0.000177
8297.72148 -6.6e-05 -0.0001 9.2e-05 1.5e-05 0.000179
8298.72217 -0.00013 3.8e-05 -2.5e-05 7.5e-05 0.000119
8299.72286 -8.5e-05 -5.8e-05 -7e-06 3.1e-05 0.000157
8300.72355 -6.8e-05 -0.000189 6.1e-05 0.000235 0.000139
8301.72424 -7.5e-05 -1.6e-05 3.3e-05 7.1e-05 0.000197
8302.72493 -7.4e-05 -0.000107 -1.1e-05 0.000146 0.000171
8303.72562 -3e-05 -7.6e-05 -0.000122 0.000187 0.000121
8304.72631 -3.6e-05 -0.000104 -2e-06 0.000163 0.000104
8305.727 -7.9e-05 -0.000151 5.3e-05 -2.3e-05 0.000128
8306.72769 -7.2e-05 -8.3e-05 -7.1e-05 0.000175 3e-05
8307.72838 -1.7e-05 2.2e-05 3.3e-05 0.000191 9.8e-05
8308.72907 -0.00015 -0.000193 9e-06 8.4e-05 4.6e-05
8309.72976 -0.000186 -0.000127 -4.6e-05 7.3e-05 0.000167
8310.73045 -0.000164 -6.1e-05 1.5e-05 7.3e-05 0.000134
8311.73114 -0.000187 -5e-05 -5.9e-05 0.000162 0.00021
8312.73183 2.3e-05 -9.2e-05 -1.2e-05 0.000121 7.8e-05
8313.73252 -0.000139 -9e-06 -8.9e-05 0.000166 0.0001
8314.73321 -0.00021 -0.000134 2.5e-05 0.000161 0.000176
8315.7339 -0.000211 -0.000157 -5.1e-05 0.000172 0.000211
8316.73459 -0.000185 -0.000144 -0.000177 0.000197 0.000206
8317.73528 -0.000171 -0.000161 -3.3e-05 0.000102 0.000175
8318.73597 -0.00025 -0.000112 -4.7e-05 2.9e-05 0.000157
8319.73666 -0.000208 -0.000199 -3.4e-05 0.000104 0.000156
8320.73735 -0.000191 -0.000171 -6.1e-05 0.00018 0.000276
8321.73804 -0.00019 -0.000285 2.5e-05 8.9e-05 0.000123
8322.73873 -0.000168 -0.000123 -4.7e-05 2.5e-05 0.000162
8323.73942 -0.000154 -0.000166 -7.8e-05 -1.8e-05 0.000104
8324.74011 -0.000238 -4.3e-05 -7.7e-05 0.000186 0.000174
8325.7408 -0.000237 -6.6e-05 6.9e-05 1.3e-05 0.000159
8326.74149 -0.000158 -0.000177 2.9e-05 5.6e-05 0.000136
8327.74218 -7.3e-05 -4.1e-05 -8.8e-05 3.6e-05 4.3e-05
8328.74287 -0.000138 -7e-05 -5.2e-05 -2.1e-05 6.1e-05
8329.74356 -0.0001 -4.1e-05 -0.000101 9.7e-05 0.000171
8330.74425 -0.000146 -0.000111 2.5e-05 7.7e-05 0.000199
8331.74494 -0.000123 -0.000126 -0.000134 6.6e-05 7.5e-05
8332.74563 -6.8e-05 -4e-05 -2.1e-05 0.000165 2.1e-05
8333.74632 -0.000174 -9.3e-05 9e-06 2.7e-05 0.000114
8334.74701 -6.6e-05 -7.2e-05 1.6e-05 0.000175 0.000126
8335.7477 4.9e-05 -0.000111 3.8e-05 0.00016 5.9e-05
8336.74839 -0.000132 -0.000134 8.7e-05 0.000167 0.000117
8337.74908 -7.5e-05 -0.000136 4.6e-05 0.000134 5.8e-05
8338.74977 -0.0001 -0.000129 4.9e-05 0.000171 0.00011
8339.75046 -9.3e-05 -1.2e-05 2.7e-05 0.000125 0.000139
8340.75115 3e-05 -5.9e-05 4.4e-05 6.5e-05 0.000179
8341.75184 0.000107 -0.000138 8.8e-05 0.000162 0.000151
8342.75253 9.8e-05 -6.1e-05 9.6e-05 0.000105 0.000135
8343.75322 0.000217 3.1e-05 5.1e-05 7.7e-05 0.000174
8344.75391 0.000132 -0.000167 0.000148 0.000257 0.000107
8345.7546 0.000161 7.2e-05 6e-06 0.000167 7.9e-05
8346.75529 0.000304 6.4e-05 -6e-06 0.000113 0.000125
8347.75598 0.000314 3.6e-05 2.9e-05 0.000221 8.7e-05
8348.75667 0.000162 -1.9e-05 5.2e-05 0.000122 5.9e-05
8349.75736 0.000253 -5.7e-05 -5.6e-05 0.000247 0.000115
8350.75805 0.000299 7.5e-05 0.000108 0.00023 0.000225
8351.75874 0.000166 -7.8e-05 9.1e-05 0.000148 0.000207
8352.75943 0.000222 -0.000108 0.000104 0.000256 6.6e-05
8353.76012 0.000362 4.2e-05 3.1e-05 0.000168 0.00017
8354.76081 0.000364 5.4e-05 6.2e-05 0.000106 0.00012
8355.7615 0.000364 3.3e-05 3.7e-05 2.5e-05 0.000163
8356.76219 0.000169 0.000212 0.000129 0.000263 0.00019
8357.76288 0.000301 9e-05 0.000106 9.6e-05 6.4e-05
8358.76357 0.000234 9e-06 0.000156 0.000234 0.00023
8359.76426 0.000205 4e-05 3e-06 0.000222 0.000162
8360.76495 0.000244 0.000155 0.000124 0.000283 0.000179
8361.76564 0.000339 -2.7e-05 0.000114 4.8e-05 0.000171
8362.76633 0.000218 1.4e-05 6.3e-05 0.000133 0.000121
8363.76702 0.000276 1.7e-05 7e-05 0.000259 9e-05
8364.76771 0.000266 5.1e-05 5.7e-05 0.000106 0.000117
8365.7684 0.000268 8.6e-05 0.000135 2.7e-05 0.000186
8366.76909 0.000334 0.000114 8.3e-05 0.000112 0.000107
8367.76978 0.000465 8.8e-05 0.000118 0.000249 8.4e-05
8368.77047 0.000398 -1e-05 6.2e-05 0.000123 9.8e-05
8369.77116 0.000464 0.000145 6e-05 0.000148 0.000169
8370.77185 0.00021 8.1e-05 7.2e-05 0.000128 0.000132
8371.77254 0.000419 6.1e-05 4.9e-05 0.00022 0.000193
8372.77323 0.000366 0.000146 0.000146 6.7e-05 0.0002
8373.77392 0.000354 -5.3e-05 0.00013 0.000181 6.4e-05
8374.77461 0.000248 0.000128 0.000144 0.000171 0.000187
8375.7753 0.000451 0.000284 8.7e-05 0.000277 0.000253
8376.77599 0.000302 0.000224 0.000105 9.3e-05 0.000109
8377.77668 0.000372 7.9e-05 0.000162 5.6e-05 0.000249
8378.77737 0.000327 -4.7e-05 9.5e-05 0.000227 0.000146
8379.77806 0.000283 0.00015 -1.4e-05 0.000217 0.000119
8380.77875 0.000344 0.000132 6.6e-05 7.8e-05 0.00017
8381.77944 9.3e-05 6.1e-05 7.9e-05 0.000263 0.000155
8382.78013 0.000243 -2.1e-05 7.5e-05 0.000174 0.000113
8383.78082 0.000149 -4e-06 5.1e-05 0.000221 0.000274
8384.78151 0.000406 4.3e-05 6e-05 0.000125 0.000157
8385.7822 0.000175 -5.4e-05 1.2e-05 0.000151 6e-05
8386.78289 0.000195 0.000102 6e-06 0.000143 0.000162
8387.78358 0.000225 -9e-06 -1.7e-05 0.000171 0.000166
8388.78427 0.000138 0.000129 0.000149 9.5e-05 0.000242
8389.78496 0.000129 1.7e-05 0.00013 0.000188 5.5e-05
8390.78565 0.000218 1e-06 0.000212 0.000255 0.000116
8391.78634 0.000155 7.8e-05 0.000105 0.000159 0.000163
8392.78703 0.000144 -1.5e-05 2.6e-05 0.000152 0.000118
8393.78772 0.000199 0.000127 0.000122 0.000124 0.00019
8394.78841 6.5e-05 -1.5e-05 5.4e-05 0.000116 6e-05
8395.7891 0.000201 2.3e-05 8.9e-05 0.00023 5.2e-05
8396.78979 9.5e-05 -1.5e-05 -2.7e-05 0.000251 8.6e-05
8397.79048 0.000104 9e-06 4.8e-05 7.3e-05 0.000195
8398.79117 0.000214 -2.8e-05 0.000103 0.000101 6.1e-05
8399.79186 0.000203 -6.9e-05 0.000212 0.000139 9.5e-05
8400.79255 0.000122 -7.4e-05 -1.8e-05 0.000112 0.000114
8401.79324 1.6e-05 -0.000132 0.000105 0.000118 0.000192
8402.79393 -7.3e-05 -6.9e-05 5.3e-05 0.000103 0.000119
8403.79462 -3.3e-05 9.7e-05 5e-05 0.000109 0.0001
8404.79531 -4e-06 -0.000111 0.000147 0.000177 0.000182
8405.796 2.4e-05 3.4e-05 -5e-06 0.000189 0.000213
8406.79669 -0.000122 -7.5e-05 1.8e-05 0.000168 0.000116
8407.79738 2.5e-05 -0.000111 -7.9e-05 3.7e-05 0.000256
8408.79807 -0.0001 -0.000135 2.6e-05 0.000249 0.000233
8409.79876 3.4e-05 1.3e-05 -1.3e-05 0.000123 0.000106
8410.79945 -0.000132 -0.000172 -3.1e-05 0.000114 0.000186
8411.80014 -0.0001 -0.000143 -8.8e-05 5.1e-05 0.000176
8412.80083 -4.7e-05 -0.000199 -5.5e-05 0.000152 8e-06
8413.80152 -7.5e-05 -9.7e-05 8e-05 0.000241 9.2e-05
8414.80221 -5.4e-05 -0.00014 -5.2e-05 0.000153 0.000154
8415.8029 7.2e-05 -0.0001 8.4e-05 6.5e-05 8.9e-05
8416.80359 -5.8e-05 -0.000143 -9.7e-05 0.000105 0.000173
8417.80428 -0.000159 -0.000183 1.2e-05 0.000244 7.8e-05
8418.80497 -0.000165 -4.8e-05 -5.2e-05 0.0002 0.000178
8419.80566 -0.000117 -0.000108 -8.6e-05 0.000164 0.0002
8420.80635 -4.3e-05 -5.6e-05 2.8e-05 0.00018 4.6e-05
8421.80704 -2e-05 -0.000233 -1.6e-05 1.8e-05 0.000139
8422.80773 -3.1e-05 -6.7e-05 -6e-05 6.1e-05 4.6e-05
8423.80842 2.9e-05 -5.3e-05 0.000103 0.000102 0.000198
8424.80911 -0.000102 -9e-05 -1.5e-05 0.000114 0.00014
8425.8098 -0.000106 -9e-06 9e-06 0.000161 3.6e-05
8426.81049 -0.000146 -0.000114 -5.1e-05 -5.6e-05 0.000137
8427.81118 4.6e-05 -0.000145 -2.6e-05 0.000241 0.000144
8428.81187 2.6e-05 -0.000118 -7.6e-05 0.000144 0.000121
