File: 2mm-swv-50hz
Potential/V, Diff(i/A), For(i/A), Rev(i/A)
0.076, -1.367e-5, -3.370e-5, -2.003e-5
0.072, -1.289e-5, -3.294e-5, -2.005e-5
0.068, -1.216e-5, -3.219e-5, -2.004e-5
0.064, -1.147e-5, -3.147e-5, -2.000e-5
0.060, -1.083e-5, -3.078e-5, -1.995e-5
0.056, -1.023e-5, -3.010e-5, -1.988e-5
0.052, -9.662e-6, -2.946e-5, -1.979e-5
0.048, -9.132e-6, -2.883e-5, -1.970e-5
0.044, -8.640e-6, -2.823e-5, -1.959e-5
0.040, -8.184e-6, -2.765e-5, -1.947e-5
0.036, -7.756e-6, -2.710e-5, -1.935e-5
0.032, -7.359e-6, -2.657e-5, -1.921e-5
0.028, -6.989e-6, -2.606e-5, -1.907e-5
0.024, -6.644e-6, -2.558e-5, -1.893e-5
0.020, -6.323e-6, -2.511e-5, -1.879e-5
0.016, -6.023e-6, -2.466e-5, -1.864e-5
0.012, -5.741e-6, -2.423e-5, -1.849e-5
0.008, -5.477e-6, -2.382e-5, -1.834e-5
0.004, -5.232e-6, -2.342e-5, -1.819e-5
-0.000, -5.004e-6, -2.305e-5, -1.804e-5
-0.004, -4.793e-6, -2.269e-5, -1.789e-5
-0.008, -4.596e-6, -2.234e-5, -1.774e-5
-0.012, -4.411e-6, -2.200e-5, -1.759e-5
-0.016, -4.237e-6, -2.168e-5, -1.744e-5
-0.020, -4.074e-6, -2.137e-5, -1.730e-5
-0.024, -3.921e-6, -2.107e-5, -1.715e-5
-0.028, -3.777e-6, -2.079e-5, -1.701e-5
-0.032, -3.644e-6, -2.052e-5, -1.687e-5
-0.036, -3.517e-6, -2.025e-5, -1.673e-5
-0.040, -3.398e-6, -1.999e-5, -1.659e-5
-0.044, -3.288e-6, -1.975e-5, -1.646e-5
-0.048, -3.188e-6, -1.951e-5, -1.632e-5
-0.052, -3.091e-6, -1.928e-5, -1.619e-5
-0.056, -3.002e-6, -1.906e-5, -1.606e-5
-0.060, -2.918e-6, -1.885e-5, -1.593e-5
-0.064, -2.838e-6, -1.864e-5, -1.580e-5
-0.068, -2.763e-6, -1.844e-5, -1.568e-5
-0.072, -2.694e-6, -1.825e-5, -1.556e-5
-0.076, -2.627e-6, -1.806e-5, -1.544e-5
-0.080, -2.566e-6, -1.788e-5, -1.532e-5
-0.084, -2.509e-6, -1.771e-5, -1.520e-5
-0.088, -2.454e-6, -1.754e-5, -1.509e-5
-0.092, -2.401e-6, -1.738e-5, -1.498e-5
-0.096, -2.351e-6, -1.722e-5, -1.487e-5
-0.100, -2.306e-6, -1.707e-5, -1.476e-5
-0.104, -2.267e-6, -1.692e-5, -1.465e-5
-0.108, -2.230e-6, -1.678e-5, -1.455e-5
-0.112, -2.195e-6, -1.664e-5, -1.445e-5
-0.116, -2.162e-6, -1.650e-5, -1.434e-5
-0.120, -2.130e-6, -1.637e-5, -1.424e-5
-0.124, -2.101e-6, -1.624e-5, -1.414e-5
-0.128, -2.075e-6, -1.612e-5, -1.405e-5
-0.132, -2.052e-6, -1.600e-5, -1.395e-5
-0.136, -2.030e-6, -1.588e-5, -1.385e-5
-0.140, -2.010e-6, -1.577e-5, -1.376e-5
-0.144, -1.989e-6, -1.566e-5, -1.367e-5
-0.148, -1.970e-6, -1.555e-5, -1.358e-5
-0.152, -1.955e-6, -1.545e-5, -1.350e-5
-0.156, -1.942e-6, -1.535e-5, -1.341e-5
-0.160, -1.931e-6, -1.525e-5, -1.332e-5
-0.164, -1.922e-6, -1.516e-5, -1.324e-5
-0.168, -1.914e-6, -1.507e-5, -1.315e-5
-0.172, -1.904e-6, -1.498e-5, -1.308e-5
-0.176, -1.894e-6, -1.489e-5, -1.300e-5
-0.180, -1.888e-6, -1.481e-5, -1.292e-5
-0.184, -1.884e-6, -1.473e-5, -1.285e-5
-0.188, -1.881e-6, -1.465e-5, -1.277e-5
-0.192, -1.879e-6, -1.457e-5, -1.269e-5
-0.196, -1.879e-6, -1.450e-5, -1.262e-5
-0.200, -1.879e-6, -1.443e-5, -1.255e-5
