File: krzywa kalibracyjna swv - 5hz - próbka
Potential/V, Diff(i/A), For(i/A), Rev(i/A)
0.244, -8.866e-5, -6.310e-5, 2.556e-5
0.240, -9.672e-5, -6.923e-5, 2.750e-5
0.236, -1.048e-4, -7.543e-5, 2.937e-5
0.232, -1.128e-4, -8.164e-5, 3.113e-5
0.228, -1.204e-4, -8.771e-5, 3.270e-5
0.224, -1.276e-4, -9.359e-5, 3.404e-5
0.220, -1.342e-4, -9.914e-5, 3.508e-5
0.216, -1.400e-4, -1.043e-4, 3.575e-5
0.212, -1.448e-4, -1.089e-4, 3.598e-5
0.208, -1.486e-4, -1.128e-4, 3.575e-5
0.204, -1.510e-4, -1.160e-4, 3.500e-5
0.200, -1.521e-4, -1.184e-4, 3.371e-5
0.196, -1.519e-4, -1.200e-4, 3.190e-5
0.192, -1.504e-4, -1.208e-4, 2.955e-5
0.188, -1.475e-4, -1.208e-4, 2.672e-5
0.184, -1.435e-4, -1.201e-4, 2.348e-5
0.180, -1.385e-4, -1.186e-4, 1.987e-5
0.176, -1.324e-4, -1.165e-4, 1.593e-5
0.172, -1.257e-4, -1.139e-4, 1.178e-5
0.168, -1.183e-4, -1.108e-4, 7.502e-6
0.164, -1.106e-4, -1.074e-4, 3.170e-6
0.160, -1.026e-4, -1.037e-4, -1.103e-6
0.156, -9.458e-5, -9.982e-5, -5.243e-6
0.152, -8.664e-5, -9.585e-5, -9.212e-6
0.148, -7.894e-5, -9.186e-5, -1.291e-5
0.144, -7.157e-5, -8.790e-5, -1.632e-5
0.140, -6.456e-5, -8.401e-5, -1.946e-5
0.136, -5.799e-5, -8.025e-5, -2.227e-5
0.132, -5.190e-5, -7.664e-5, -2.475e-5
0.128, -4.630e-5, -7.321e-5, -2.691e-5
0.124, -4.120e-5, -6.996e-5, -2.876e-5
0.120, -3.658e-5, -6.691e-5, -3.033e-5
0.116, -3.242e-5, -6.406e-5, -3.163e-5
0.112, -2.868e-5, -6.140e-5, -3.271e-5
0.108, -2.535e-5, -5.893e-5, -3.358e-5
0.104, -2.239e-5, -5.664e-5, -3.425e-5
0.100, -1.978e-5, -5.453e-5, -3.475e-5
0.096, -1.747e-5, -5.258e-5, -3.511e-5
0.092, -1.544e-5, -5.079e-5, -3.535e-5
0.088, -1.365e-5, -4.913e-5, -3.548e-5
0.084, -1.208e-5, -4.761e-5, -3.552e-5
0.080, -1.071e-5, -4.620e-5, -3.549e-5
0.076, -9.510e-6, -4.491e-5, -3.540e-5
0.072, -8.456e-6, -4.372e-5, -3.526e-5
0.068, -7.536e-6, -4.261e-5, -3.508e-5
0.064, -6.730e-6, -4.159e-5, -3.486e-5
0.060, -6.022e-6, -4.065e-5, -3.463e-5
0.056, -5.404e-6, -3.977e-5, -3.437e-5
0.052, -4.865e-6, -3.896e-5, -3.409e-5
0.048, -4.391e-6, -3.820e-5, -3.381e-5
0.044, -3.977e-6, -3.749e-5, -3.351e-5
0.040, -3.613e-6, -3.683e-5, -3.321e-5
0.036, -3.290e-6, -3.620e-5, -3.291e-5
0.032, -3.007e-6, -3.562e-5, -3.261e-5
0.028, -2.757e-6, -3.507e-5, -3.231e-5
0.024, -2.535e-6, -3.455e-5, -3.201e-5
0.020, -2.342e-6, -3.406e-5, -3.172e-5
0.016, -2.171e-6, -3.360e-5, -3.143e-5
0.012, -2.014e-6, -3.316e-5, -3.114e-5
0.008, -1.875e-6, -3.274e-5, -3.086e-5
0.004, -1.751e-6, -3.234e-5, -3.059e-5
-0.000, -1.641e-6, -3.196e-5, -3.032e-5
-0.004, -1.542e-6, -3.160e-5, -3.005e-5
-0.008, -1.457e-6, -3.125e-5, -2.979e-5
-0.012, -1.377e-6, -3.092e-5, -2.954e-5
-0.016, -1.308e-6, -3.060e-5, -2.929e-5
-0.020, -1.244e-6, -3.030e-5, -2.905e-5
-0.024, -1.185e-6, -3.000e-5, -2.882e-5
-0.028, -1.128e-6, -2.972e-5, -2.859e-5
-0.032, -1.077e-6, -2.944e-5, -2.837e-5
-0.036, -1.028e-6, -2.918e-5, -2.815e-5
-0.040, -9.876e-7, -2.892e-5, -2.794e-5
-0.044, -9.540e-7, -2.868e-5, -2.773e-5
-0.048, -9.234e-7, -2.844e-5, -2.752e-5
-0.052, -8.973e-7, -2.821e-5, -2.732e-5
-0.056, -8.665e-7, -2.799e-5, -2.712e-5
-0.060, -8.339e-7, -2.777e-5, -2.694e-5
-0.064, -8.055e-7, -2.756e-5, -2.675e-5
-0.068, -7.770e-7, -2.735e-5, -2.658e-5
-0.072, -7.555e-7, -2.716e-5, -2.640e-5
-0.076, -7.425e-7, -2.696e-5, -2.622e-5
-0.080, -7.243e-7, -2.678e-5, -2.606e-5
-0.084, -7.110e-7, -2.660e-5, -2.589e-5
-0.088, -7.012e-7, -2.642e-5, -2.572e-5
-0.092, -6.799e-7, -2.625e-5, -2.557e-5
-0.096, -6.669e-7, -2.608e-5, -2.541e-5
-0.100, -6.566e-7, -2.591e-5, -2.526e-5
-0.104, -6.413e-7, -2.575e-5, -2.511e-5
-0.108, -6.331e-7, -2.559e-5, -2.496e-5
-0.112, -6.236e-7, -2.544e-5, -2.482e-5
-0.116, -6.082e-7, -2.529e-5, -2.468e-5
-0.120, -5.946e-7, -2.514e-5, -2.455e-5
-0.124, -5.857e-7, -2.500e-5, -2.441e-5
-0.128, -5.772e-7, -2.486e-5, -2.428e-5
-0.132, -5.769e-7, -2.472e-5, -2.415e-5
-0.136, -5.742e-7, -2.459e-5, -2.402e-5
-0.140, -5.724e-7, -2.447e-5, -2.389e-5
-0.144, -5.651e-7, -2.434e-5, -2.377e-5
-0.148, -5.620e-7, -2.421e-5, -2.365e-5
-0.152, -5.542e-7, -2.409e-5, -2.353e-5
-0.156, -5.515e-7, -2.397e-5, -2.342e-5
-0.160, -5.487e-7, -2.385e-5, -2.330e-5
-0.164, -5.490e-7, -2.374e-5, -2.319e-5
-0.168, -5.492e-7, -2.363e-5, -2.308e-5
-0.172, -5.484e-7, -2.352e-5, -2.297e-5
-0.176, -5.456e-7, -2.342e-5, -2.287e-5
-0.180, -5.426e-7, -2.332e-5, -2.277e-5
-0.184, -5.425e-7, -2.322e-5, -2.267e-5
-0.188, -5.466e-7, -2.312e-5, -2.257e-5
-0.192, -5.540e-7, -2.303e-5, -2.248e-5
-0.196, -5.647e-7, -2.294e-5, -2.238e-5
-0.200, -5.787e-7, -2.286e-5, -2.228e-5
